,0,1
0,28.576744882056804,24.0
1,26.04366262620337,21.6
2,30.23520288367,34.7
3,29.818489478909513,33.4
4,29.172981330699542,36.2
5,27.680938180618018,28.7
6,22.29059185913913,22.9
7,20.15101018193682,27.1
8,11.232115092244161,16.5
9,20.237945814130313,18.9
10,19.55428198779086,15.0
11,22.931281390078773,18.9
12,17.5488054193918,21.7
13,24.505824968857034,20.4
14,24.754183301700298,18.2
15,23.640167421129924,19.9
16,23.041442709339726,23.1
17,21.291729464593075,17.5
18,16.66421816495869,20.2
19,22.187180548500983,18.2
20,16.65258288513243,13.6
21,22.46690576434452,19.6
22,19.720299806553697,15.2
23,18.632714217534605,14.5
24,21.041825063833006,15.6
25,17.531272158164455,13.9
26,21.182933230808825,16.6
27,18.421239776750223,14.8
28,24.866728995389856,18.4
29,25.199894515883898,21.0
30,15.304257463949288,12.7
31,23.71870118310818,14.5
32,8.723359718916296,13.2
33,18.278970717735632,13.1
34,15.672562613053334,13.5
35,23.937203965943134,18.9
36,21.580061408219876,20.0
37,22.455352461089088,21.0
38,20.89218379293586,24.7
39,31.20145154257477,30.8
40,33.51929932565196,34.9
41,24.47992409116713,26.6
42,22.472402121374923,25.3
43,21.657071243713325,24.7
44,22.130489874322617,21.2
45,20.342180957004253,19.3
46,17.797378038921792,20.0
47,18.87462316695973,16.6
48,9.594468507887584,14.4
49,18.00700313862756,19.4
50,21.111078925380024,19.7
51,25.558912803261443,20.5
52,26.52481691547148,25.0
53,23.00627315955469,23.4
54,22.562598766505065,18.9
55,34.23158321076695,35.4
56,30.662851193622743,24.7
57,35.05345114710223,31.6
58,26.00587599191609,23.3
59,25.17816757127276,19.6
60,23.281844080641033,18.7
61,24.54534114509839,16.0
62,29.802931470674302,22.2
63,26.8793600240815,25.0
64,28.859195270400296,33.0
65,29.419598146079064,23.5
66,25.16404090449787,19.4
67,21.699345327855777,22.0
68,18.577954888234174,17.4
69,22.081560799574707,20.9
70,22.28330772375864,24.2
71,19.52465573732878,21.7
72,22.459289018922963,22.8
73,21.08719745195853,23.4
74,21.391171578635362,24.1
75,22.496699038466772,21.4
76,22.259562758058003,20.0
77,21.30034439066633,20.8
78,20.6886491258189,21.2
79,20.983952996418513,20.3
80,28.162319725538747,28.0
81,29.173451626506807,23.9
82,25.96606653994734,24.8
83,25.981680971191587,22.9
84,23.501446847948085,23.9
85,26.77208896425426,26.6
86,20.00862612987165,22.5
87,24.190582874431186,22.2
88,30.247404859050608,23.6
89,28.5919554679029,28.7
90,24.816069721182824,22.6
91,25.809820150603027,22.0
92,27.274851231747938,22.9
93,26.290811245991797,25.0
94,26.821707694499832,20.6
95,25.482978780447255,28.4
96,22.557133782447057,21.4
97,33.060703799450835,38.7
98,29.96672736667845,43.8
99,29.008606432974698,33.2
100,26.387851253828813,27.5
101,27.15981139165991,26.5
102,18.282771914645004,18.6
103,22.565766144755944,19.3
104,23.567093467327428,20.1
105,20.33621304909449,19.5
106,18.44313947495813,19.5
107,21.756980153885408,20.4
108,24.97038137648628,19.8
109,21.51155862372222,19.4
110,20.622759538773575,21.7
111,25.338525512540517,22.8
112,19.798747349963755,18.8
113,19.864345439259726,18.7
114,23.966774990056333,18.5
115,18.762929625474854,18.3
116,21.917635268428356,21.2
117,23.50103164682565,19.2
118,17.67019550619583,20.4
119,19.098348631726537,19.3
120,21.30079282984834,22.0
121,22.51611873983857,20.3
122,20.467165757966775,20.5
123,15.050117467136054,17.3
124,20.73539954724051,18.8
125,22.53800197142444,21.4
126,12.75982004316386,15.7
127,19.235530219201884,16.2
128,22.704775532472567,18.0
129,18.248494220938916,14.3
130,24.721687915835005,19.2
131,24.513965385939027,19.6
132,25.265682618653745,23.0
133,21.002187405945378,18.4
134,16.741400639681515,15.6
135,21.25775948986731,18.1
136,19.612531046539992,17.4
137,23.2389678334321,17.1
138,16.901942044789887,13.3
139,19.73136315802317,17.8
140,15.295487439434364,14.0
141,5.636005619180835,14.4
142,12.635372900147239,13.4
143,11.904788596717534,15.6
144,8.367734053668997,11.8
145,8.063066629721273,13.8
146,14.569068031263813,15.6
147,8.034395221585477,14.6
148,8.695069242803203,17.8
149,14.533028308495561,15.4
150,21.766349628236583,21.5
151,20.04478007015328,19.6
152,20.170312907917435,15.3
153,17.229468961549216,19.4
154,21.031833365767604,17.0
155,15.123695246485092,15.6
156,11.868199289236797,13.1
157,30.15627105487036,41.3
158,26.573117285592062,24.3
159,27.53510504545118,23.3
160,27.981875920100766,27.0
161,33.31622581634437,50.0
162,35.94275044628079,50.0
163,36.12752225220328,50.0
164,22.591872559972792,22.7
165,21.285675953862647,25.0
166,33.30700857520558,50.0
167,17.89769700379563,23.8
168,22.40044633095308,23.8
169,23.083379501590898,22.3
170,18.80283060857094,17.4
171,21.787810067129303,19.1
172,20.326956310418282,23.1
173,26.13903654387844,23.6
174,23.120051986818382,22.6
175,25.31950542523297,29.4
176,21.688174683248608,23.2
177,27.078195351781552,24.6
178,27.99931326397714,29.9
179,29.246161637492428,37.2
180,31.26633145069139,39.8
181,24.249027150119417,36.2
182,32.23563837993799,37.9
183,30.416042299247287,32.5
184,21.562417996347232,26.4
185,21.973258721685205,29.6
186,31.435133836474325,50.0
187,27.75337674675572,32.0
188,27.59705866945287,29.8
189,29.6427915133645,34.9
190,27.672470529926958,37.0
191,28.344059340722207,30.5
192,30.44588518134707,36.4
193,28.38924096751942,31.1
194,28.6374647920312,29.1
195,36.0161331261684,50.0
196,32.78447604821133,33.3
197,28.415051692648788,30.3
198,31.167811812950173,34.6
199,31.586768455787855,34.9
200,31.711107616636102,32.9
201,28.081147358461585,24.1
202,33.24381132900018,42.3
203,36.8608840764832,48.5
204,37.84233557632311,50.0
205,19.574052364421526,22.6
206,22.78476139852792,24.4
207,17.740338042513468,22.5
208,20.82936324332014,24.4
209,16.288338542630576,20.0
210,21.34590652523295,21.7
211,14.948749967409327,19.3
212,18.984691906346022,22.4
213,22.362300130279387,28.1
214,3.237354821179821,23.7
215,22.69395709808878,25.0
216,21.16246682584368,23.3
217,26.795611601832736,28.7
218,21.029712815495905,21.5
219,27.19871414070493,23.0
220,28.983315920803594,26.7
221,18.96200990499232,21.7
222,27.831693421886254,27.5
223,28.03919626284807,30.1
224,34.29374628224797,44.8
225,35.39143879292479,50.0
226,35.077146535108504,37.6
227,29.73957294300721,31.6
228,28.375642129211094,46.7
229,25.933707484385938,31.5
230,22.256842830975376,24.3
231,31.04948766298436,31.7
232,35.338119358930925,41.7
233,33.716933098074904,48.3
234,27.347202376025738,29.0
235,22.575869035033644,24.0
236,27.39104508204019,25.1
237,31.20818715190613,31.5
238,25.53523187077716,23.7
239,26.955634166580356,23.3
240,25.921097885280048,22.0
241,23.990728533287704,20.1
242,24.18988760161216,22.2
243,25.296231365133266,23.7
244,22.79066357646297,17.6
245,18.517800076409202,18.5
246,23.82012377849491,24.3
247,26.355249997463726,20.5
248,25.110755200192358,24.5
249,26.03666620420824,26.2
250,25.616060141162812,24.4
251,26.40983049404528,24.8
252,27.911983678384434,29.6
253,31.58071297842085,42.8
254,28.422176695226074,21.9
255,25.05038751679235,20.9
256,35.810213580053684,44.0
257,36.13161714467523,50.0
258,31.534039774894552,36.0
259,31.083748206470815,30.1
260,28.831857300228315,33.8
261,31.749641299010754,43.1
262,35.09187037086075,48.8
263,28.892142325743478,31.0
264,30.486686537553794,36.5
265,22.582822180439333,22.8
266,24.683439566365923,30.7
267,31.85451430346052,50.0
268,31.84046117187821,43.5
269,23.16298894593023,20.7
270,20.878056691564392,21.1
271,24.69580130899111,25.2
272,27.672896953697922,24.4
273,32.002786933878646,35.2
274,31.679780706909995,32.4
275,31.91521586568441,32.0
276,32.254355020824036,33.2
277,30.992917357984428,33.1
278,27.210369780130712,29.1
279,28.237604962190332,35.1
280,33.78636842963074,45.4
281,29.157359559480632,35.4
282,33.722339246687014,46.0
283,37.24571004568665,50.0
284,29.990970399341847,32.2
285,26.177213316019547,22.0
286,23.977588339859746,20.1
287,27.328827635583835,23.2
288,28.31435786489752,22.3
289,25.43781662789705,24.8
290,33.8056804500228,28.5
291,34.365255629141984,37.3
292,31.91907573795452,27.9
293,21.146514513260886,23.9
294,21.29369062724558,21.7
295,25.133344453642515,28.6
296,25.375867256979408,27.1
297,18.07204432155626,20.3
298,28.003259899780335,22.5
299,29.29718544808273,29.0
300,31.040751712083114,24.8
301,25.67980051648592,22.0
302,24.164523061152437,26.4
303,28.195086748577857,33.1
304,30.200091715839623,36.1
305,28.387543928654907,28.4
306,33.252091893141746,33.4
307,30.924297419066175,28.2
308,30.032399514137285,22.8
309,24.065455519796956,20.3
310,15.61911665528152,16.1
311,25.48571028998385,22.1
312,23.95250324625345,19.4
313,26.67766051065536,21.6
314,26.86493126577914,23.8
315,22.425370562678896,16.2
316,18.42923382537966,17.8
317,19.07635038115574,19.8
318,24.15384558146919,23.1
319,21.221214983945288,21.0
320,25.87889792045497,23.8
321,26.126439374810513,23.1
322,24.355246497964593,20.4
323,22.304872032217396,18.5
324,25.721963276782883,25.0
325,24.632250450788014,24.6
326,24.660651757834792,23.0
327,20.471721177156276,22.2
328,18.35204867103778,19.3
329,20.626936865955898,22.6
330,19.889780954143916,19.8
331,19.90044267691595,17.1
332,22.94124672604237,19.4
333,26.177112437168134,22.2
334,25.431521834536326,20.7
335,23.684608275728895,21.1
336,22.80961671018617,19.5
337,23.281134211186277,18.5
338,23.518524615066926,20.6
339,23.06312288422231,19.0
340,24.28572323947648,18.7
341,30.128684107140693,32.7
342,23.126334986271026,16.5
343,29.841212584746202,23.9
344,29.906068265477455,31.2
345,20.99006892206687,17.5
346,19.014765526703545,17.2
347,30.10188233547875,23.1
348,30.825586892661313,24.5
349,28.51195548928383,26.6
350,28.155189880505525,22.9
351,28.749119506885656,24.1
352,24.53023334482289,18.6
353,34.296706177498734,30.1
354,26.50039459015763,18.2
355,28.629489617098532,20.6
356,21.7967471143886,17.8
357,25.560957761758324,21.7
358,25.57108936742238,22.7
359,23.38280062164022,22.6
360,27.681133627367117,25.0
361,22.56055281994227,19.9
362,24.093864557099334,20.8
363,22.061196608738392,16.8
364,35.91085461033322,21.9
365,20.31718104399263,27.5
366,18.59840708226851,21.9
367,12.10471499783675,23.1
368,27.849242239658302,50.0
369,32.76037822801566,50.0
370,34.487511662062275,50.0
371,26.099155643546098,50.0
372,25.77616142804337,50.0
373,5.4847161897370995,13.8
374,0.6717192459846189,13.8
375,25.90364898602449,15.0
376,16.583463825334317,13.9
377,19.905361699444622,13.3
378,15.84397384663631,13.1
379,17.44628240080409,10.2
380,16.501078833239536,10.4
381,18.932720451844087,10.9
382,15.180059347232664,11.3
383,14.55377074333878,12.3
384,3.385217103933371,8.8
385,8.692151334120922,7.2
386,8.410276335876045,10.5
387,6.07549492804894,7.4
388,7.63855075106029,10.2
389,16.749431312977844,11.5
390,20.12923078195258,15.1
391,18.59153739383469,23.2
392,12.031397465529206,9.7
393,22.31961859742262,13.8
394,20.482874129619297,12.7
395,21.99968240875601,13.1
396,20.365394848928908,12.5
397,18.26991021861223,8.5
398,7.74862138738996,5.0
399,8.593963516265742,6.3
400,12.861351093982073,5.6
401,19.166961659716776,7.2
402,19.260331757120916,12.1
403,15.882683947747177,8.3
404,7.490902978408773,8.5
405,11.133620497518017,5.0
406,10.234489990705754,11.9
407,21.807516248837416,27.9
408,11.558915723854408,17.2
409,16.161605387332635,27.5
410,13.560036335092136,15.0
411,11.643579919765598,17.2
412,-3.349765853520285,17.9
413,11.135975388136945,16.3
414,-6.21932126931484,7.0
415,5.1759768123548575,7.2
416,8.148906119865803,7.5
417,4.652596325638928,10.4
418,5.317013425673238,8.8
419,9.897125900110009,8.4
420,21.718823501596365,16.7
421,20.20018863390472,14.2
422,18.74916476329865,20.8
423,7.583746392483874,13.4
424,9.32161190942427,11.7
425,6.504710805611321,8.3
426,10.435449860231113,10.2
427,11.560206228979963,10.9
428,10.57551610552179,11.0
429,9.613275739259446,9.5
430,13.826110635987158,14.5
431,14.060800425596693,14.1
432,17.629084077917955,16.1
433,15.912724814753393,14.3
434,15.932280340785699,11.7
435,11.715712035036873,13.4
436,12.872212382109685,9.6
437,6.199535564832463,8.7
438,0.7975371708253682,8.4
439,15.517401867232241,12.8
440,15.340268880406626,10.5
441,19.886749816903734,17.1
442,22.190887250824122,18.4
443,20.758205291697774,15.4
444,12.105546024272478,10.8
445,9.419004464650584,11.8
446,19.72010579439237,14.9
447,21.658015776833636,12.6
448,20.64733136866289,14.1
449,18.57309016275201,13.0
450,14.01201077274359,13.4
451,21.53772914879549,15.2
452,21.129950936973028,16.1
453,24.43438477483404,17.8
454,13.095644794660917,14.9
455,13.729892690260197,14.1
456,10.960271119390786,12.7
457,11.350822937557183,13.5
458,18.723936329064085,14.9
459,21.978769951491557,20.0
460,19.9414252419862,16.4
461,23.184898970464136,17.7
462,22.99773025714621,19.5
463,26.613074256619786,20.2
464,21.842937798161273,21.4
465,17.851867259352176,19.9
466,12.24205826458439,19.0
467,16.508677289642087,19.1
468,16.78187731757042,19.1
469,18.353428304403437,20.1
470,21.118480324644704,19.9
471,24.116847243436276,19.6
472,22.500998405008687,23.2
473,24.805805004786205,29.8
474,17.487544585841523,13.8
475,14.399783242305762,13.3
476,20.892423976435786,16.7
477,11.944806730792013,12.0
478,20.031205672186307,14.6
479,22.72353880312567,21.4
480,23.67463945599704,23.0
481,27.76029020853445,23.7
482,29.276699763288743,25.0
483,21.078764074268477,21.8
484,19.02200668396923,20.6
485,23.115669265520225,21.2
486,21.43481730171115,19.1
487,21.407469069918996,20.6
488,15.485778350013248,15.2
489,10.546893024871459,7.0
490,5.1387813615248845,8.1
491,17.18529920720149,13.6
492,19.554752464232266,20.1
493,20.035182880959148,21.8
494,18.651593304433206,24.5
495,14.119369655179726,23.1
496,14.16963245056131,19.7
497,20.008885836947307,18.3
498,21.013774249891224,21.2
499,18.893948503348085,17.5
500,21.091026819429366,16.8
501,25.4741992797847,22.4
502,25.317248709175356,20.6
503,30.97572587847571,23.9
504,29.726430391930354,22.0
505,26.23851269035378,11.9
